Date,City,Country,Latitude,Longitude,MaxTemp,Humidity,Cloudiness,Wind Speed
1595264504,Hong Kong,HK,22.29,114.16,86.0,79,99,5.01
1595264456,Alexandria,EG,31.22,29.96,82.4,65,0,11.41
1595264548,Bhīmunipatnam,IN,17.88,83.43,84.2,79,40,5.82
1595264398,Brisbane,AU,-27.47,153.03,57.99,76,99,5.82
1595264548,Bodden Town,KY,19.28,-81.25,86.0,88,40,7.76
1595264548,Taoudenni,ML,22.68,-3.98,115.07,8,5,16.67
1595264548,Kahului,US,20.89,-156.47,78.8,65,40,14.99
1595264549,San Juan,AR,-31.54,-68.54,58.17,50,3,9.17
1595264549,Padang,ID,-0.95,100.35,78.75,80,59,5.32
1595264549,Progreso,MX,21.28,-89.67,91.0,66,40,6.93
1595264549,Lagos,NG,6.58,3.75,82.4,74,40,6.93
1595264549,Nacala,MZ,-14.54,40.67,68.94,80,27,6.82
1595264549,Pine Bluff,US,34.23,-92.0,91.99,58,1,3.36
1595264549,Khovd,MN,48.01,91.64,70.77,48,53,4.45
1595264549,Viranşehir,TR,37.24,39.76,94.32,10,0,12.33
1595264549,Labuhan,ID,-6.88,112.21,77.68,86,67,7.81
1595264549,Zheleznodorozhnyy,RU,55.75,38.0,69.8,68,40,8.95
1595264549,Kirkenær,NO,60.46,12.06,64.4,55,100,2.24
1595264549,Kargasok,RU,59.06,80.86,56.73,92,41,12.08
1595264549,North Bend,US,43.41,-124.22,63.0,100,90,7.34
1595264550,Licata,IT,37.11,13.95,78.8,65,5,10.29
1595264550,Sirte,LY,31.21,16.59,79.5,65,0,13.33
1595264550,Slave Lake,CA,55.28,-114.77,64.4,77,1,5.82
1595264550,Nikolskoye,RU,59.7,30.79,75.2,50,40,6.71
1595264550,Mayya,RU,61.73,130.28,71.6,78,40,6.71
1595264550,Gaya,IN,24.78,85.0,80.6,88,75,5.79
1595264550,Tazovsky,RU,67.47,78.7,53.62,60,100,7.49
1595264550,Abu Kamal,SY,34.45,40.92,101.14,9,0,8.79
1595264550,Hambantota,LK,6.12,81.12,80.17,81,100,14.85
1595264550,Leshukonskoye,RU,64.9,45.76,68.47,61,0,3.87
1595264550,Kiryat Gat,IL,31.61,34.76,84.0,63,0,1.01
1595264550,Pisco,PE,-13.7,-76.22,62.01,87,90,4.7
1595264551,Zaysan,KZ,47.47,84.87,75.97,41,100,7.11
1595264551,Puerto Ayacucho,VE,5.66,-67.62,78.8,78,75,10.29
1595264551,Kattivākkam,IN,13.22,80.32,86.0,79,20,4.7
1595264551,Brake (Unterweser),DE,53.33,8.48,70.0,46,5,8.01
1595264551,Vila Franca do Campo,PT,37.72,-25.43,73.4,60,75,6.93
1595264551,Saint Andrews,US,34.05,-81.13,100.0,44,40,4.7
1595264551,Finnsnes,NO,69.23,17.98,53.6,93,75,13.87
1595264548,Los Llanos de Aridane,ES,28.66,-17.92,77.0,65,20,20.8
1595264551,Aksu,CN,41.12,80.26,74.88,45,80,9.26
1595264444,Florianópolis,BR,-27.61,-48.5,80.6,54,0,11.41
1595264552,Lata,PT,40.16,-8.33,93.99,41,24,6.71
1595264552,Tahe,CN,52.33,124.73,48.72,88,3,4.54
1595264552,Kitangari,TZ,-10.65,39.33,65.95,75,76,5.48
1595264535,Bundaberg,AU,-24.85,152.35,55.99,76,100,8.05
1595264539,Cabo San Lucas,MX,22.89,-109.91,90.0,33,5,11.41
1595264552,São Gabriel da Cachoeira,BR,-0.13,-67.09,88.84,55,45,4.7
1595264552,Geraldton,AU,-28.77,114.6,44.6,87,0,2.24
1595264552,Casa Grande,US,32.88,-111.76,98.01,15,1,6.93
1595264552,Thompson,CA,55.74,-97.86,75.2,41,40,2.24
1595264552,Goundam,ML,16.41,-3.67,100.13,25,43,1.25
1595264552,Soma,TR,39.19,27.61,89.6,42,0,14.99
1595264552,Den Helder,NL,52.96,4.76,64.0,67,75,10.29
1595264553,Mwingi,KE,-0.93,38.06,68.99,53,81,6.55
1595264553,Tilichiki,RU,60.47,166.1,47.7,96,60,2.39
1595264553,Aykhal,RU,66.0,111.5,53.6,93,90,8.95
1595264553,Deputatsky,RU,69.3,139.9,53.71,90,60,1.52
1595264553,Coquimbo,CL,-29.95,-71.34,62.6,72,52,6.93
1595264553,Coolum Beach,AU,-26.53,153.1,61.0,74,100,1.01
1595264432,Kingsville,US,27.52,-97.86,90.0,66,75,3.36
1595264553,Fort Nelson,CA,58.81,-122.7,62.6,72,75,3.36
1595264553,Shumskiy,RU,54.83,99.13,52.77,78,83,3.53
1595264553,Umluj,SA,25.02,37.27,85.77,65,3,5.06
1595264553,São João da Barra,BR,-21.64,-41.05,82.4,51,20,5.82
1595264555,Villazón,BO,-22.09,-65.59,65.1,19,41,5.35
1595264555,Altay,CN,47.87,88.12,69.15,53,100,5.03
1595264555,Ilhabela,BR,-23.78,-45.36,77.02,51,0,5.01
1595264555,Crixás,BR,-14.55,-49.97,88.38,26,0,9.64
1595264307,Taos,US,36.41,-105.57,73.99,40,1,3.36
1595264539,Zhigansk,RU,66.77,123.37,60.39,94,100,5.86
1595264555,Port Hedland,AU,-20.32,118.57,62.6,48,0,8.05
1595264314,Seoul,KR,37.57,126.98,73.4,88,90,3.65
1595264555,Santa Rosa,PH,14.31,121.11,82.4,78,58,2.24
1595264555,Paamiut,GL,61.99,-49.67,48.49,68,100,1.34
1595264555,Zhezkazgan,KZ,47.8,67.71,81.63,20,17,9.57
1595264555,City of San Pedro,PH,14.35,121.02,82.4,78,68,2.24
